Division_Code,Division_Name,District_Code,District_Name,Thana_Code,Thana_Name,SI,Facility,Wrapping after Birth within 1 minute,No. of uses 7.1% chlorhexidine digluconate for umbilical cord care,No. of newborn touch skin-care after Gluconate umbilical cord care,No. of newborn breastfeeding (First 24 hours),No. of newborn resitated with bag-mask,1st Visit,2nd Visit,3rd Visit,4th Visit,No. of Reffered Complicated Pregnant Mother in antenatal period,No. of Reffered Complicated Pregnant Mother in Delivery period,No. of Reffered Complicated Pregnant Mother in postnatal period,No. of Reffered patient to Newborn taken by MgSO4,No. of Reffered complication acceptors,No. of ECP Referred,Treatment/Advised,Reffered,Counseling on Adolescence change,Counseling on marriage and adolescent girl received pregnancy,Child No. of adolescent received IFA,Treatment on RTI/STD,Counseling on RTI/STD,Counseling on diversified food,Counseling on prevention of adolescent and violence,Counseling on prevention and cure for mental problems and drug addiction,No. of adolescent girl counseled on Sanitary Pad,Reffered (Adolescent),No. of Treatment on RTI/STI infection,No. of MR(MVA) services,No. of MR Service By Medicine,Total VIA Positive,Total VIA Negative,Total CBE Positive,Total Negative
01,Rajshahi,0109,Bogura,010912,Shajahanpur,9,"Gohael, UH&FWC",0,0,0,0,0,36,11,3,2,0,0,0,0,0,4,0,0,145,145,112,145,78,145,145,145,145,0,16,0,0,0,0,0,0
01,Rajshahi,0109,Bogura,010912,Shajahanpur,10,"Khottapara, UH&FWC",4,4,4,4,0,12,29,59,227,47,8,0,0,0,7,3,0,740,530,132,481,43,583,408,402,703,0,60,0,0,0,0,0,0
01,Rajshahi,0109,Bogura,010912,Shajahanpur,11,"Chopinagar, UH&FWC",0,0,0,0,0,0,0,14,19,6,0,0,0,0,3,0,0,193,223,165,205,81,191,114,119,235,0,40,0,0,0,0,0,0
01,Rajshahi,0109,Bogura,010912,Shajahanpur,12,"CMH Bogra Cantonment, Others",998,998,998,998,62,998,765,634,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,1,"Khetlal, MCH-FP Unit",2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,2,"Alampur, UH&FWC",3,3,3,3,0,3,0,0,57,0,4,0,0,0,14,0,0,297,225,345,20,0,397,205,35,370,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,3,"Barail, UH&FWC",2,2,2,2,1,2,2,1,21,2,0,0,0,0,4,7,2,345,410,240,285,237,380,338,330,245,0,30,0,2,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,4,"Baratara, UH&FWC",29,29,29,29,5,29,0,2,45,0,0,0,0,0,25,0,0,29,67,164,13,21,51,0,12,45,0,148,0,4,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,5,"Khetlal, Sadar Clinic",13,13,13,13,0,13,49,134,265,32,0,0,0,0,5,16,0,395,329,199,292,27,295,76,100,463,579,90,18,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011001,Khetlal,6,"Mamudpur, UH&FWC",33,33,33,33,0,33,8,3,150,0,7,0,0,0,31,0,0,775,775,445,775,171,775,754,775,775,0,18,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,1,"Akkelpur, Sadar Clinic",0,0,0,0,0,0,0,0,150,0,0,0,0,0,16,0,0,168,98,42,0,0,273,15,20,268,0,5,45,14,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,2,"Gopinathpur, UH&FWC",34,34,34,34,2,39,74,59,37,0,0,0,0,0,19,0,0,655,660,424,365,265,603,345,300,598,0,73,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,3,"Raikali, UH&FWC",11,11,11,11,0,17,10,20,32,0,0,0,0,0,3,11,0,229,206,66,160,158,150,48,71,200,3,543,18,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,4,"Rukindipur, Rural Dispensary(RD)",5,5,5,5,0,5,0,0,158,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,90,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,5,"Sonamukhi, Rural Dispensary(RD)",16,16,16,16,0,16,12,15,270,2,0,0,0,0,20,0,0,13,9,270,2,0,32,0,0,11,0,25,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,6,"Tilakpur, UH&FWC",56,55,56,56,0,58,52,101,133,0,0,0,0,0,14,0,0,487,484,181,459,17,520,456,394,481,88,157,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011002,Akkelpur,7,"Raikhali, Akkelpur, MCWC",75,69,75,75,2,75,75,105,131,0,0,0,0,0,30,21,3,233,236,115,228,198,243,75,108,265,0,108,2,7,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,1,"Panchbibi, Sadar Clinic",0,0,0,0,0,0,2,27,14,4,0,0,0,0,4,0,0,118,122,49,123,2,125,94,123,123,0,0,0,1,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,2,"Aolai, Rural Dispensary(RD)",0,0,0,0,0,5,32,44,16,0,0,0,0,0,0,0,0,0,15,53,5,0,54,0,0,71,0,15,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,3,"Atapur, UH&FWC",9,9,9,9,0,9,117,193,64,0,4,0,0,0,7,0,0,9,47,255,19,0,214,0,0,243,0,108,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,4,"Aymarasulpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,58,56,0,4,44,2,6,39,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,5,"Bagjana, UH&FWC",33,33,33,33,0,33,2,2,157,2,4,1,0,0,5,0,0,149,60,208,9,0,102,0,0,181,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,6,"Balighata, UH&FWC",43,43,43,43,0,44,39,135,198,0,28,0,0,1,16,80,5,249,240,350,220,58,269,184,145,278,0,16,2,12,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,7,"Dharanji, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,70,58,47,37,53,55,49,15,87,30,48,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,8,"Kusumba, UH&FWC",0,0,0,0,0,0,2,34,59,0,0,0,0,0,3,45,0,105,100,128,88,58,111,82,85,127,0,4,1,4,0,0,0,0
01,Rajshahi,0110,Joypurhat,011003,Panchbibi,9,"Mohamadpur, UH&FWC",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,23,56,19,5,49,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,1,"Joypurhat Sadar, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,2,"Amdai, UH&FWC",1,1,1,1,1,4,22,35,57,28,1,0,0,0,6,7,0,264,214,157,185,111,278,210,206,245,0,223,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,3,"Bambu, UH&FWC",15,15,15,14,1,183,274,326,408,26,9,14,0,0,3,37,37,421,420,69,403,40,415,409,402,415,36,40,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,4,"Bhadsha, UH&FWC",26,26,26,26,0,30,16,32,39,14,12,0,0,0,0,1,0,399,316,244,274,0,255,210,195,441,0,107,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,5,"Dhalahar, Rural Dispensary(RD)",0,0,0,0,0,20,18,8,0,2,0,0,0,0,1,3,0,189,150,77,163,93,183,173,147,142,0,66,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,6,"Dogachhi, UH&FWC",3,3,3,3,0,16,13,14,54,2,0,0,0,0,4,1,0,182,143,114,148,85,178,160,167,190,5,138,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,7,"Jamalpur, UH&FWC",9,9,9,9,0,9,65,124,288,9,7,0,0,0,1,3,0,191,219,200,208,55,272,143,93,264,0,79,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,8,"Mohammadabad, UH&FWC",8,8,8,8,0,8,8,78,243,0,0,0,0,0,1,0,0,452,410,249,414,19,423,413,413,445,0,54,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,9,"Puranapail, UH&FWC",0,0,0,0,0,0,4,19,17,0,0,0,0,0,0,25,2,135,120,41,101,4,153,97,119,168,0,2,0,0,0,0,0,0
01,Rajshahi,0110,Joypurhat,011004,Joypurhat Sadar,10,"Joipurhat, MCWC",317,317,305,305,8,333,360,68,57,34,8,0,0,7,1,11,0,220,237,208,235,219,241,229,225,242,0,217,80,13,16,178,50,164
01,Rajshahi,0110,Joypurhat,011005,Kalai,1,"Kalai, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
01,Rajshahi,0110,Joypurhat,011005,Kalai,2,"Kalai, Sadar Clinic",0,0,0,0,0,1,2,25,82,32,0,0,0,0,37,12,0,102,231,260,27,7,254,0,19,268,0,136,43,2,0,0,0,0
01,Rajshahi,0110,Joypurhat,011005,Kalai,3,"Matrai, UH&FWC",9,9,9,9,0,9,9,69,94,0,0,0,0,0,0,0,0,130,141,145,89,15,151,14,16,197,0,112,0,2,0,0,0,0
01,Rajshahi,0110,Joypurhat,011005,Kalai,4,"Punat, UH&FWC",13,13,13,13,0,13,7,8,16,17,0,2,0,0,17,0,0,112,98,83,47,20,121,47,39,157,0,59,0,3,0,0,0,0
01,Rajshahi,0110,Joypurhat,011005,Kalai,5,"Udaypur, UH&FWC",0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,107,70,110,38,7,149,13,43,106,0,17,0,2,0,0,0,0
01,Rajshahi,0110,Joypurhat,011005,Kalai,6,"Zindarpur, Rural Dispensary(RD)",14,14,14,14,0,14,22,65,228,0,26,0,0,0,0,0,0,275,155,404,75,36,189,0,0,294,0,22,1,6,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,1,"Bakterpur, UH&FWC",6,6,6,6,0,11,37,31,31,14,0,0,0,0,0,4,0,110,103,84,147,47,170,88,77,111,0,11,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,2,"Balihar, UH&FWC",0,0,0,0,0,0,0,99,50,7,0,0,0,0,1,0,0,185,177,97,182,0,185,147,136,177,0,31,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,3,"Barshail, UH&FWC",7,7,7,7,0,7,8,42,176,51,5,0,0,0,0,2,0,193,193,140,177,74,163,191,173,199,0,30,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,4,"Boalia, UH&FWC",0,0,0,0,0,0,1,6,10,0,0,0,0,0,0,4,3,200,155,119,118,101,142,52,93,165,0,8,2,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,5,"Chandipur, UH&FWC",15,15,15,15,0,15,5,89,154,45,7,3,0,2,1,7,5,609,680,241,655,24,679,603,614,647,8,47,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,6,"Dubalhati, UH&FWC",0,0,0,0,0,0,27,26,22,0,0,0,0,0,1,0,0,707,707,166,633,132,707,683,683,624,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,7,"Hapania, UH&FWC",7,7,7,7,0,7,60,109,276,2,15,0,0,0,1,11,0,1388,1388,434,1388,188,1388,1357,1372,1384,0,156,10,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,8,"Hashaigari, UH&FWC",0,0,0,0,0,0,7,8,2,0,0,0,0,0,0,0,0,233,218,52,202,50,218,218,218,218,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,9,"Kirtipur, UH&FWC",1,1,1,1,0,1,1,65,85,29,0,0,0,0,0,0,0,130,245,172,93,8,350,50,0,365,0,31,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,10,"Shikarpur, UH&FWC",0,0,0,0,0,0,0,10,16,16,2,7,0,10,0,9,12,64,59,53,84,64,52,0,0,83,8,63,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,11,"Tilakpur, UH&FWC",0,0,0,0,0,0,4,18,54,0,0,0,0,0,0,0,0,257,257,116,257,13,257,257,257,257,0,35,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,12,"Shailgachhi, UH&FWC",0,0,0,0,0,0,1,7,20,17,0,0,0,0,0,0,0,129,125,74,127,41,129,111,94,121,1,23,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011101,Naogaon Sadar,13,"Naogaon, MCWC",356,356,356,356,0,356,229,162,153,41,44,0,0,0,23,1,0,256,260,88,267,70,269,269,269,269,0,121,0,13,0,51,4,51
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,1,"Mohadebpur, Sadar Clinic",0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,283,591,292,0,107,676,0,0,621,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,2,"Bhimpur, UH&FWC",0,0,0,0,0,0,16,31,17,0,0,0,0,0,5,2,0,437,412,145,268,156,921,250,280,316,0,80,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,3,"Chandas, Rural Dispensary(RD)",0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,3,0,248,198,78,215,7,288,153,164,157,0,31,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,4,"Cheragpur, UH&FWC",8,8,8,8,0,8,8,17,77,0,0,0,0,0,9,1,0,1881,1871,171,1882,975,1882,1852,1882,795,0,235,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,5,"Enayetpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,6,"Hatur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,102,96,96,49,41,51,81,0,696,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,7,"Khajur, Rural Dispensary(RD)",0,0,0,0,0,0,0,13,53,0,0,0,0,0,0,0,0,410,410,35,405,307,410,374,325,118,0,28,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,8,"Noygaon, Others",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,9,"Safapur, Rural Dispensary(RD)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,78,125,112,46,62,48,50,85,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,10,"Uttargram, UH&FWC",0,0,0,0,0,2,8,6,4,0,0,0,0,0,0,0,0,140,130,160,155,54,93,60,50,137,0,20,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011102,Mohadebpur,11,"Matajihut, Mohadebpur, MCWC",107,107,107,107,14,107,0,0,0,0,0,0,0,0,0,0,0,112,130,130,130,130,130,130,130,130,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,1,"Bhalain, UH&FWC",14,14,14,14,0,17,35,33,62,23,20,0,0,0,3,0,0,256,252,104,253,123,252,248,248,248,0,75,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,2,"Bharso, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,153,33,46,30,0,7,95,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,3,"Bishnupur, UH&FWC",4,4,4,4,0,4,4,34,53,0,0,0,0,0,0,33,0,150,144,167,167,54,195,55,96,260,0,28,1,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,4,"Ganeshpur, UH&FWC",2,2,2,2,0,2,1,1,71,0,0,0,0,0,0,0,0,474,474,221,474,0,474,0,0,474,0,1,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,5,"Kalikapur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,307,305,303,113,391,282,290,313,0,10,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,6,"Kanso Para, UH&FWC",0,0,0,0,0,0,0,64,33,0,0,0,0,0,4,0,0,619,601,530,477,0,456,466,713,912,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,7,"Kashab, UH&FWC",0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,8,0,17,17,70,40,55,52,10,14,77,0,26,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,8,"Kusumba, Sadar Clinic",0,0,0,0,0,0,0,11,131,4,0,0,0,0,12,5,3,1426,1364,787,1338,136,1340,1105,1301,1071,1,20,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,9,"Mainani, UH&FWC",0,0,0,0,0,0,0,27,111,0,0,0,0,0,1,9,0,482,505,309,482,0,482,506,536,444,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,10,"Manda, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,309,309,309,138,317,172,172,309,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,11,"Nurullabad, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,109,84,76,90,176,120,125,135,0,6,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,12,"Paranpur, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,79,0,50,0,0,0,110,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,13,"Prasanpur, UH&FWC",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,98,98,17,98,0,98,0,10,98,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011103,Manda,14,"Tentulia, UH&FWC",1504,1504,1504,1504,75,1504,456,482,657,193,221,3,0,24,37,11,8,104,107,215,111,33,112,113,116,110,4,276,30,37,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,1,"Badalgachhi, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,162,162,28,162,1,162,162,162,155,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,2,"Adhaipur, UH&FWC",8,8,8,7,0,8,10,30,51,4,1,0,0,0,0,0,0,140,138,84,139,38,136,106,91,120,0,41,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,3,"Baludhara, UH&FWC",14,14,14,14,2,18,24,50,90,23,21,0,0,1,0,2,0,274,229,149,212,19,239,146,188,328,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,4,"Bilasbari, UH&FWC",0,0,0,0,0,1,13,24,42,0,0,0,0,0,6,0,0,8,26,69,0,0,72,0,0,101,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,5,"Paharpur, UH&FWC",14,14,14,14,1,14,37,106,135,6,13,0,0,2,1,0,0,144,164,109,134,62,130,25,0,0,0,77,10,5,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,6,"Kola, Rural Dispensary(RD)",9,9,9,9,1,9,9,11,21,18,14,1,0,0,5,0,0,81,73,41,52,5,69,26,17,81,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,7,"Mathurapur, Rural Dispensary(RD)",0,0,0,0,0,5,10,17,17,0,0,0,0,0,2,0,0,132,98,49,51,7,111,2,7,117,0,23,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011104,Badalgachhi,8,"Mithapur, UH&FWC",0,0,0,0,0,0,1,7,18,0,0,0,0,0,2,5,0,39,10,134,34,21,0,0,0,25,0,7,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,1,"Aninagar, Sadar Clinic",0,0,0,0,0,1,0,20,30,2,0,0,0,0,6,43,7,102,72,66,82,71,104,74,68,107,0,32,0,10,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,2,"Bargachha, UH&FWC",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,31,33,22,9,0,60,9,7,66,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,3,"Ekdala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,310,139,205,45,0,130,47,44,388,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,4,"Gona, UH&FWC",19,19,19,19,0,17,17,17,17,0,0,0,0,0,5,0,0,277,281,199,253,18,276,219,268,270,0,128,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,5,"Kaligram, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,23,106,7,0,120,0,16,151,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,6,"Kashimpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,56,56,56,50,14,56,56,56,56,2,4,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,7,"Mirat, UH&FWC",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,17,24,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011105,Rani Nagar,8,"Parail, UH&FWC",16,16,16,16,0,16,16,17,135,0,0,0,0,0,9,13,1,370,338,103,281,36,369,245,246,414,9,21,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,1,"Patnitola, Sadar Clinic",0,0,0,0,0,0,33,192,438,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,2,"Akbarpur, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,3,"Amair, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,119,7,14,51,5,8,21,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,4,"Dibar, UH&FWC",0,0,0,0,0,0,0,0,35,0,0,0,0,0,5,0,0,72,178,74,19,0,135,11,4,125,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,5,"Ghosnagar, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,2,4,5,10,0,0,4,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,6,"Krishnapur, Rural Dispensary(RD)",0,0,0,0,0,0,54,407,625,0,0,0,0,0,0,0,0,629,629,108,629,76,546,483,171,609,0,10,0,2,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,7,"Matindhar, UH&FWC",15,15,15,15,1,15,5,30,24,1,2,0,0,0,11,0,0,382,374,161,375,0,382,348,372,315,15,21,0,2,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,8,"Nazipur, MCH-FP Unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,518,518,252,423,129,518,271,334,549,0,49,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,9,"Nirmail, UH&FWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,56,46,20,0,63,20,23,69,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,10,"Patichara, UH&FWC",0,0,0,0,0,0,69,51,40,0,0,0,0,0,0,0,0,604,357,240,367,29,591,300,303,604,0,16,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,11,"Patnitala, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,16,23,16,17,21,21,20,21,19,0,11,0,2,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,12,"Shihara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,13,"Madhoil, Patnitala, MCWC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,136,110,110,80,51,63,49,38,85,0,0,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011106,Patnitola,14,"Krishnagar, Patnitala, MCWC",12,12,12,12,0,12,16,45,81,1,1,0,0,0,0,0,0,231,192,168,207,65,232,81,107,216,0,78,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,1,"Ahsanganj, Rural Dispensary(RD)",0,0,0,0,0,0,37,27,16,0,0,0,0,0,60,0,0,114,114,97,114,10,114,114,114,114,0,106,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,2,"Bhopara, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,66,7,1,0,0,0,0,26,1,137,138,138,136,63,162,103,117,195,0,27,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,3,"Bisha, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,154,103,154,12,154,0,12,154,0,75,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,4,"Hatkalu Para, Rural Dispensary(RD)",1,1,1,1,0,1,0,1,1,0,0,0,0,0,6,0,0,24,22,13,22,15,21,24,19,29,0,19,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,5,"Kalikapur, UH&FWC",16,16,16,16,0,19,14,12,12,12,0,0,0,0,16,1,0,307,307,253,307,28,289,307,307,307,20,33,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,6,"Maniari, Rural Dispensary(RD)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,26,21,7,21,0,7,21,0,26,0,0,0,0,0,0
01,Rajshahi,0111,Naogaon,011107,Atrai,7,"Panchupur, Sadar Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,232,177,61,173,44,231,29,49,187,0,37,0,0,0,0,0,0
